epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,54.7424,0.3821,1.59827,0.98266,0.00364,1,0.61018,0.58093,0.31119,2.45178,0.22809,0.00043342,0.00043342,0.00043342
